ur1919094	tas1x01	9
ur70232234	tas1x01	4
ur0278527	tas1x01	6
ur2467618	tas1x01	3
ur20395088	tas1x02	10
ur3274830	tas1x02	7
ur0278527	tas1x02	9
ur70232234	tas1x02	8
ur5946448	tas1x02	7
ur2467618	tas1x02	7
ur2467618	tas1x03	5
ur70232234	tas1x03	4
ur9938570	tas1x03	8
ur0278527	tas1x03	6
ur2467618	tas1x04	5
ur0278527	tas1x04	5
ur5946448	tas1x05	6
ur19278556	tas1x05	7
ur2467618	tas1x05	5
ur0278527	tas1x05	5
ur2063901	tas1x06	9
ur2467618	tas1x06	4
ur0278527	tas1x06	4
ur3412920	tas1x07	2
ur0278527	tas1x07	2
ur2467618	tas1x07	1
ur59327551	tas1x08	10
ur3274830	tas1x08	7
ur5946448	tas1x08	6
ur2467618	tas1x08	2
ur0278527	tas1x08	4
ur2467618	tas1x09	4
ur0278527	tas1x09	5
ur9938570	tas1x10	7
ur2467618	tas1x10	6
ur0278527	tas1x10	4
ur0278527	tas1x11	5
ur2467618	tas1x11	5
ur0278527	tas1x12	6
ur2467618	tas1x12	4
ur1919094	tas1x13	6
ur0278527	tas1x13	5
ur2467618	tas1x13	5
ur1919094	tas1x14	9
ur0278527	tas1x14	5
ur2467618	tas1x14	2
ur0278527	tas1x15	6
ur2467618	tas1x15	7
ur2467618	tas1x16	4
ur0278527	tas1x16	4
ur15863785	tas1x16	10
ur1919094	tas2x01	7
ur2467618	tas2x01	6
ur0278527	tas2x01	6
ur9938570	tas2x02	7
ur2467618	tas2x02	4
ur0278527	tas2x02	3
ur16595919	tas2x03	7
ur9938570	tas2x03	7
ur2467618	tas2x03	5
ur0278527	tas2x03	5
ur0278527	tas2x04	6
ur2467618	tas2x04	7
ur1919094	tas2x05	6
ur17868603	tas2x05	7
ur2467618	tas2x05	2
ur0278527	tas2x05	5
ur5946448	tas2x06	6
ur0278527	tas2x06	7
ur2467618	tas2x06	6
ur5807286	tng1x01	7
ur4409266	tng1x01	5
ur2183600	tng1x01	7
ur3270789	tng1x01	7
ur0278527	tng1x01	8
ur2366174	tng1x01	10
ur2183600	tng1x01	7
ur4512442	tng1x01	6
ur15079528	tng1x01	6
ur10762610	tng1x01	9
ur2467618	tng1x01	6
ur1994077	tng1x01	6
ur9938570	tng1x01	7
ur2183600	tng1x01	7
ur48260462	tng1x01	6
ur2483625	tng1x01	8
ur1622306	tng1x01	7
ur0607642	tng1x01	10
ur0298160	tng1x01	2
ur15079528	tng1x03	6
ur5807286	tng1x03	4
ur30164740	tng1x03	2
ur10762610	tng1x03	10
ur2366174	tng1x03	10
ur1994077	tng1x03	4
ur20248185	tng1x03	4
ur93652034	tng1x03	7
ur48260462	tng1x03	5
ur68219224	tng1x03	3
ur0278527	tng1x03	6
ur59364634	tng1x03	3
ur2467618	tng1x03	3
ur20248185	tng1x04	3
ur15079528	tng1x04	5
ur2937440	tng1x04	7
ur8481327	tng1x04	1
ur0278527	tng1x04	4
ur68219224	tng1x04	2
ur10762610	tng1x04	9
ur1994077	tng1x04	3
ur2467618	tng1x04	6
ur2366174	tng1x05	10
ur10762610	tng1x05	7
ur20248185	tng1x05	5
ur0278527	tng1x05	8
ur15079528	tng1x05	6
ur2467618	tng1x05	8
ur68219224	tng1x05	6
ur20248185	tng1x06	6
ur2467618	tng1x06	8
ur15079528	tng1x06	5
ur10762610	tng1x06	10
ur0278527	tng1x06	9
ur2483625	tng1x06	8
ur1994077	tng1x06	7
ur15079528	tng1x07	8
ur0278527	tng1x07	8
ur56061080	tng1x07	3
ur2483625	tng1x07	5
ur10762610	tng1x07	6
ur2467618	tng1x07	6
ur15079528	tng1x08	2
ur2467618	tng1x08	8
ur1824837	tng1x08	4
ur2483625	tng1x08	7
ur0278527	tng1x08	5
ur9096041	tng1x08	3
ur68219224	tng1x08	1
ur10762610	tng1x08	5
ur2467618	tng1x09	9
ur15079528	tng1x09	7
ur10762610	tng1x09	8
ur2483625	tng1x09	6
ur0278527	tng1x09	7
ur15079528	tng1x10	5
ur2467618	tng1x10	5
ur0278527	tng1x10	7
ur2483625	tng1x10	7
ur10762610	tng1x10	7
ur2467618	tng1x11	9
ur10762610	tng1x11	5
ur15079528	tng1x11	8
ur2483625	tng1x11	6
ur0278527	tng1x11	6
ur15079528	tng1x12	7
ur10762610	tng1x12	8
ur9938570	tng1x12	7
ur2467618	tng1x12	3
ur0278527	tng1x12	8
ur1994077	tng1x12	7
ur3477276	tng1x13	4
ur0278527	tng1x13	8
ur10762610	tng1x13	10
ur2483625	tng1x13	6
ur9938570	tng1x13	7
ur1994077	tng1x13	7
ur2467618	tng1x13	9
ur65341965	tng1x14	10
ur0278527	tng1x14	4
ur9938570	tng1x14	5
ur16037821	tng1x14	4
ur2467618	tng1x14	3
ur0611710	tng1x14	1
ur13258440	tng1x14	2
ur10762610	tng1x14	3
ur0656071	tng1x15	10
ur0278527	tng1x15	8
ur10762610	tng1x15	10
ur2467618	tng1x15	8
ur9938570	tng1x15	8
ur2483625	tng1x15	7
ur2467618	tng1x16	5
ur0105327	tng1x16	3
ur0278527	tng1x16	5
ur10762610	tng1x16	6
ur1182322	tng1x16	5
ur16360375	tng1x16	2
ur9938570	tng1x16	8
ur10762610	tng1x17	7
ur2467618	tng1x17	3
ur0278527	tng1x17	6
ur9938570	tng1x17	5
ur0611710	tng1x17	2
ur73755646	tng1x17	7
ur43992346	tng1x17	9
ur0278527	tng1x18	8
ur9938570	tng1x18	8
ur10762610	tng1x18	9
ur2467618	tng1x18	7
ur1816358	tng1x18	7
ur10762610	tng1x19	10
ur2483625	tng1x19	7
ur2467618	tng1x19	8
ur9938570	tng1x19	7
ur69901052	tng1x19	8
ur0278527	tng1x19	6
ur10762610	tng1x20	8
ur9938570	tng1x20	10
ur2467618	tng1x20	9
ur4383254	tng1x20	7
ur0278527	tng1x20	7
ur2483625	tng1x20	6
ur10762610	tng1x21	10
ur2467618	tng1x21	7
ur0278527	tng1x21	8
ur9938570	tng1x21	9
ur48260462	tng1x21	7
ur1182322	tng1x21	9
ur0278527	tng1x22	7
ur10762610	tng1x22	9
ur10372994	tng1x22	7
ur2467618	tng1x22	7
ur9938570	tng1x22	8
ur63807086	tng1x22	7
ur23628322	tng1x23	9
ur12894491	tng1x23	8
ur45492504	tng1x23	9
ur19642256	tng1x23	10
ur9938570	tng1x23	5
ur5807286	tng1x23	5
ur2608971	tng1x23	4
ur10762610	tng1x23	6
ur0278527	tng1x23	8
ur1994077	tng1x23	4
ur2467618	tng1x23	5
ur42485267	tng1x23	4
ur10762610	tng1x24	7
ur0278527	tng1x24	9
ur2366174	tng1x24	10
ur9938570	tng1x24	8
ur2483625	tng1x24	6
ur45676064	tng1x24	1
ur2467618	tng1x24	4
ur2467618	tng1x25	10
ur4178034	tng1x25	9
ur10762610	tng1x25	10
ur4827095	tng1x25	8
ur1994077	tng1x25	8
ur0278527	tng1x25	9
ur2366174	tng1x25	10
ur9938570	tng1x25	7
ur13258440	tng1x25	9
ur0763433	tng1x25	1
ur40103665	tng1x26	9
ur3497785	tng1x26	10
ur10762610	tng1x26	9
ur2467618	tng1x26	6
ur2483625	tng1x26	7
ur49032220	tng1x26	7
ur21198663	tng1x26	7
ur0278527	tng1x26	6
ur4572257	tng1x26	1
ur77384589	tng1x26	8
ur10762610	tng2x01	8
ur4827095	tng2x01	8
ur13258440	tng2x01	3
ur2467618	tng2x01	9
ur2483625	tng2x01	8
ur35553087	tng2x01	5
ur0278527	tng2x01	6
ur20691938	tng2x01	1
ur12426413	tng2x01	8
ur1994077	tng2x01	7
ur37757047	tng2x01	7
ur9938570	tng2x01	6
ur26381442	tng2x01	8
ur2366174	tng2x02	10
ur0278527	tng2x02	7
ur10762610	tng2x02	8
ur9938570	tng2x02	6
ur2483625	tng2x02	5
ur2467618	tng2x02	7
ur0611710	tng2x02	2
ur63029287	tng2x03	8
ur14812370	tng2x03	7
ur2366174	tng2x03	10
ur1994077	tng2x03	9
ur9938570	tng2x03	8
ur2483625	tng2x03	8
ur4572257	tng2x03	4
ur2467618	tng2x03	3
ur0278527	tng2x03	8
ur0008870	tng2x04	4
ur2137029	tng2x04	8
ur2467618	tng2x04	5
ur2366174	tng2x04	10
ur1994077	tng2x04	6
ur9938570	tng2x04	6
ur8601116	tng2x04	5
ur2483625	tng2x04	7
ur0278527	tng2x04	7
ur48260462	tng2x04	7
ur2467618	tng2x05	8
ur9938570	tng2x05	9
ur2366174	tng2x05	10
ur0278527	tng2x05	6
ur48260462	tng2x05	9
ur10762610	tng2x06	10
ur0278527	tng2x06	9
ur9938570	tng2x06	7
ur2366174	tng2x06	10
ur2483625	tng2x06	6
ur13258440	tng2x06	8
ur2467618	tng2x06	9
ur14023386	tng2x07	5
ur12426413	tng2x07	5
ur77384589	tng2x07	9
ur2467618	tng2x07	6
ur10762610	tng2x07	9
ur0278527	tng2x07	6
ur2483625	tng2x07	4
ur9938570	tng2x07	7
ur2366174	tng2x08	10
ur2467618	tng2x08	9
ur0278527	tng2x08	7
ur3707399	tng2x09	10
ur4983622	tng2x09	10
ur14837744	tng2x09	9
ur3243657	tng2x09	10
ur44516076	tng2x09	9
ur10762610	tng2x09	10
ur52120352	tng2x09	10
ur0278527	tng2x09	9
ur0214455	tng2x09	10
ur2467618	tng2x09	9
ur68219224	tng2x09	8
ur1994077	tng2x09	10
ur5946448	tng2x09	8
ur0278527	tng2x10	7
ur2366174	tng2x10	10
ur13258440	tng2x10	7
ur9938570	tng2x10	6
ur20798077	tng2x10	2
ur2467618	tng2x10	4
ur20271156	tng2x11	8
ur2467618	tng2x11	8
ur2366174	tng2x11	10
ur10762610	tng2x11	10
ur0278527	tng2x11	9
ur9938570	tng2x11	9
ur6877305	tng2x12	9
ur3073598	tng2x12	10
ur35553087	tng2x12	10
ur21885947	tng2x12	8
ur0278527	tng2x12	6
ur4040638	tng2x12	1
ur2467618	tng2x12	7
ur5653119	tng2x12	3
ur19278556	tng2x12	6
ur9938570	tng2x12	6
ur1994077	tng2x13	6
ur4572257	tng2x13	4
ur9938570	tng2x13	10
ur2467618	tng2x13	3
ur0278527	tng2x13	10
ur21198663	tng2x13	8
ur0438167	tng2x13	10
ur9938570	tng2x14	8
ur10762610	tng2x14	9
ur2467618	tng2x14	5
ur2483625	tng2x14	6
ur0278527	tng2x14	7
ur23875235	tng2x14	4
ur2366174	tng2x15	10
ur9938570	tng2x15	10
ur0278527	tng2x15	8
ur2467618	tng2x15	7
ur10762610	tng2x15	10
ur14499278	tng2x16	10
ur0278527	tng2x16	9
ur25506029	tng2x16	10
ur2467618	tng2x16	10
ur14812370	tng2x16	8
ur50747281	tng2x16	6
ur2483625	tng2x16	7
ur68219224	tng2x16	10
ur9938570	tng2x16	9
ur0278527	tng2x17	7
ur2467618	tng2x17	8
ur8167002	tng2x17	4
ur19412265	tng2x17	5
ur9938570	tng2x17	6
ur92275636	tng2x17	6
ur5889028	tng2x18	1
ur2467618	tng2x18	3
ur0278527	tng2x18	4
ur5002472	tng2x18	6
ur13258440	tng2x18	3
ur9938570	tng2x18	6
ur2467618	tng2x19	4
ur9938570	tng2x19	5
ur13258440	tng2x19	2
ur0278527	tng2x19	5
ur2483625	tng2x19	8
ur5653119	tng2x20	9
ur9938570	tng2x20	9
ur0278527	tng2x20	9
ur13258440	tng2x20	8
ur2467618	tng2x20	8
ur0278527	tng2x21	9
ur9938570	tng2x21	9
ur4040638	tng2x21	10
ur2467618	tng2x21	8
ur2483625	tng2x21	5
ur4221701	tng2x22	1
ur9274996	tng2x22	1
ur2467618	tng2x22	1
ur4683095	tng2x22	3
ur22321243	tng2x22	3
ur0278527	tng2x22	3
ur9938570	tng2x22	3
ur12426413	tng2x22	8
ur2085491	tng2x22	1
ur48260462	tng2x22	7
ur13819775	tng2x22	3
ur7175759	tng2x22	10
ur21364319	tng2x22	5
ur90480459	tng2x22	7
ur0278527	tng3x01	7
ur1264921	tng3x01	3
ur2467618	tng3x01	5
ur12426413	tng3x01	8
ur9938570	tng3x01	7
ur19569362	tng3x01	5
ur68219224	tng3x01	7
ur12061474	tng3x02	8
ur0278527	tng3x02	9
ur9938570	tng3x02	8
ur2467618	tng3x02	8
ur1994077	tng3x02	8
ur2467618	tng3x03	8
ur19569362	tng3x03	9
ur0278527	tng3x03	9
ur9938570	tng3x03	7
ur4040638	tng3x03	8
ur31492955	tng3x03	8
ur1994077	tng3x03	8
ur43416422	tng3x03	10
ur10609494	tng3x04	9
ur22559424	tng3x04	10
ur10205808	tng3x04	9
ur24644556	tng3x04	10
ur0278527	tng3x04	9
ur9938570	tng3x04	8
ur0444240	tng3x04	7
ur4210122	tng3x04	6
ur2467618	tng3x04	8
ur64976589	tng3x04	1
ur87178334	tng3x04	10
ur67397002	tng3x04	5
ur44034456	tng3x04	8
ur4827095	tng3x04	4
ur73358417	tng3x04	3
ur1994077	tng3x04	7
ur19569362	tng3x04	6
ur18604426	tng3x05	10
ur19638660	tng3x05	7
ur2467618	tng3x05	9
ur21198663	tng3x05	7
ur9938570	tng3x05	8
ur13258440	tng3x05	7
ur0278527	tng3x05	7
ur1994077	tng3x05	9
ur19569362	tng3x05	8
ur30040929	tng3x05	6
ur0278527	tng3x06	9
ur9938570	tng3x06	9
ur19569362	tng3x06	8
ur2467618	tng3x06	7
ur1994077	tng3x06	7
ur22939879	tng3x06	9
ur1576815	tng3x07	9
ur19569362	tng3x07	9
ur3909898	tng3x07	7
ur9938570	tng3x07	8
ur0278527	tng3x07	9
ur2467618	tng3x07	8
ur9938570	tng3x08	5
ur0278527	tng3x08	6
ur19569362	tng3x08	3
ur2467618	tng3x08	3
ur94981019	tng3x08	7
ur0343290	tng3x08	9
ur21198663	tng3x09	5
ur2467618	tng3x09	7
ur7277480	tng3x09	7
ur2366174	tng3x09	10
ur19642256	tng3x09	3
ur0278527	tng3x09	7
ur23104388	tng3x10	10
ur34344275	tng3x10	10
ur0278527	tng3x10	9
ur4040638	tng3x10	10
ur9938570	tng3x10	10
ur2467618	tng3x10	7
ur2483625	tng3x10	6
ur94224418	tng3x10	10
ur61509678	tng3x11	9
ur2467618	tng3x11	9
ur9938570	tng3x11	9
ur0278527	tng3x11	9
ur10762610	tng3x11	10
ur4040638	tng3x11	9
ur2483625	tng3x11	7
ur10762610	tng3x12	10
ur0278527	tng3x12	10
ur2467618	tng3x12	7
ur3303928	tng3x12	8
ur2483625	tng3x12	7
ur9082485	tng3x12	2
ur9938570	tng3x13	8
ur16536535	tng3x13	8
ur2467618	tng3x13	10
ur2483625	tng3x13	6
ur13258440	tng3x13	9
ur0278527	tng3x13	7
ur1656335	tng3x14	7
ur1994077	tng3x14	6
ur2483625	tng3x14	6
ur0278527	tng3x14	7
ur2467618	tng3x14	6
ur13258440	tng3x14	3
ur0336109	tng3x15	10
ur2658254	tng3x15	10
ur10762610	tng3x15	9
ur1994077	tng3x15	10
ur0278527	tng3x15	10
ur12081719	tng3x15	10
ur4572257	tng3x15	10
ur47139861	tng3x15	9
ur2483625	tng3x15	8
ur21198663	tng3x15	9
ur1656335	tng3x15	7
ur1393659	tng3x15	10
ur2467618	tng3x15	6
ur63032753	tng3x15	10
ur23018960	tng3x16	9
ur60122954	tng3x16	10
ur2958948	tng3x16	10
ur9938570	tng3x16	10
ur13977076	tng3x16	9
ur0157517	tng3x16	10
ur0278527	tng3x16	9
ur13258440	tng3x16	9
ur68219224	tng3x16	8
ur2467618	tng3x16	7
ur52017964	tng3x16	10
ur82420941	tng3x16	9
ur10762610	tng3x17	10
ur2467618	tng3x17	9
ur2483625	tng3x17	8
ur1994077	tng3x17	8
ur0278527	tng3x17	9
ur2467618	tng3x18	8
ur0278527	tng3x18	7
ur0278527	tng3x19	8
ur4383254	tng3x19	10
ur2467618	tng3x19	9
ur1994077	tng3x19	7
ur0278527	tng3x20	8
ur16536535	tng3x20	8
ur0106612	tng3x20	10
ur2483625	tng3x20	8
ur13258440	tng3x20	7
ur2467618	tng3x20	3
ur4383254	tng3x20	4
ur2467618	tng3x21	8
ur9938570	tng3x21	7
ur3224514	tng3x21	9
ur1994077	tng3x21	9
ur62701365	tng3x21	8
ur0278527	tng3x21	7
ur5021319	tng3x22	10
ur0278527	tng3x22	9
ur13258440	tng3x22	9
ur85665981	tng3x22	10
ur2483625	tng3x22	7
ur46809683	tng3x22	9
ur2467618	tng3x22	7
ur9096041	tng3x22	7
ur60143613	tng3x22	8
ur9938570	tng3x23	10
ur12295359	tng3x23	10
ur1994077	tng3x23	9
ur2467618	tng3x23	8
ur2483625	tng3x23	8
ur0278527	tng3x23	9
ur2467618	tng3x24	9
ur1994077	tng3x24	6
ur13258440	tng3x24	5
ur0278527	tng3x24	7
ur21118487	tng3x24	3
ur2366174	tng3x24	10
ur0278527	tng3x25	7
ur2467618	tng3x25	6
ur67397002	tng3x25	3
ur2063901	tng3x26	10
ur10762610	tng3x26	10
ur2467618	tng3x26	10
ur1994077	tng3x26	10
ur19278556	tng3x26	10
ur0278527	tng3x26	10
ur62701365	tng3x26	10
ur94601196	tng3x26	10
ur10762610	tng4x01	10
ur2467618	tng4x01	10
ur0278527	tng4x01	10
ur1994077	tng4x01	8
ur9938570	tng4x01	9
ur19278556	tng4x01	9
ur10762610	tng4x02	10
ur0278527	tng4x02	10
ur13258440	tng4x02	9
ur1994077	tng4x02	10
ur2467618	tng4x02	10
ur9938570	tng4x02	10
ur0278527	tng4x03	9
ur2467618	tng4x03	9
ur10762610	tng4x04	9
ur2467618	tng4x04	7
ur4040638	tng4x04	7
ur1186284	tng4x04	10
ur0278527	tng4x04	7
ur2483625	tng4x04	7
ur4487274	tng4x04	8
ur15079528	tng4x05	7
ur19569362	tng4x05	7
ur61059386	tng4x05	10
ur0278527	tng4x05	7
ur2467618	tng4x05	5
ur2349170	tng4x05	1
ur9938570	tng4x05	7
ur2467618	tng4x06	5
ur61059386	tng4x06	6
ur0842971	tng4x06	5
ur0278527	tng4x06	8
ur10762610	tng4x07	10
ur0278527	tng4x07	8
ur2467618	tng4x07	8
ur13258440	tng4x07	9
ur0278527	tng4x08	8
ur2467618	tng4x08	9
ur1994077	tng4x08	7
ur48260462	tng4x08	8
ur56241211	tng4x08	6
ur10251129	tng4x09	1
ur29300152	tng4x09	1
ur12426413	tng4x09	1
ur0278527	tng4x09	3
ur2467618	tng4x09	4
ur13258440	tng4x09	3
ur32620303	tng4x09	1
ur1994077	tng4x09	6
ur62882015	tng4x10	2
ur1002555	tng4x10	3
ur0278527	tng4x10	5
ur1994077	tng4x10	4
ur13258440	tng4x10	2
ur2467618	tng4x10	2
ur28105334	tng4x10	2
ur10762610	tng4x11	10
ur1310548	tng4x11	8
ur0278527	tng4x11	9
ur2467618	tng4x11	6
ur2366174	tng4x12	10
ur20820694	tng4x12	10
ur1419477	tng4x12	8
ur4383254	tng4x12	10
ur1994077	tng4x12	8
ur0278527	tng4x12	10
ur2467618	tng4x12	7
ur2467618	tng4x13	9
ur2366174	tng4x13	10
ur4917786	tng4x13	10
ur94945340	tng4x13	8
ur0278527	tng4x13	4
ur22710664	tng4x13	1
ur9274996	tng4x13	1
ur1002555	tng4x14	7
ur2467618	tng4x14	9
ur1994077	tng4x14	9
ur0278527	tng4x14	7
ur88713926	tng4x14	9
ur22085705	tng4x15	8
ur9847629	tng4x15	7
ur2467618	tng4x15	7
ur0278527	tng4x15	7
ur10762610	tng4x15	10
ur18334430	tng4x15	10
ur34344275	tng4x15	7
ur1994077	tng4x15	8
ur13258440	tng4x15	8
ur12426413	tng4x15	7
ur48091776	tng4x15	8
ur45360762	tng4x16	6
ur2467618	tng4x16	3
ur1994077	tng4x16	7
ur0278527	tng4x16	7
ur13977076	tng4x16	8
ur68219224	tng4x16	6
ur9938570	tng4x17	7
ur21198663	tng4x17	8
ur1002555	tng4x17	8
ur0278527	tng4x17	9
ur2483625	tng4x17	7
ur13977076	tng4x17	9
ur2467618	tng4x17	3
ur35392114	tng4x17	3
ur12426413	tng4x18	9
ur2467618	tng4x18	7
ur0278527	tng4x18	9
ur13977076	tng4x18	7
ur68731081	tng4x18	9
ur2483625	tng4x18	7
ur2467618	tng4x19	9
ur0278527	tng4x19	9
ur41841396	tng4x19	9
ur13977076	tng4x19	8
ur1206439	tng4x20	7
ur0278527	tng4x20	8
ur7736953	tng4x20	9
ur13977076	tng4x20	7
ur2483625	tng4x20	7
ur2467618	tng4x20	7
ur1994077	tng4x20	5
ur2063901	tng4x21	9
ur0735232	tng4x21	8
ur0214455	tng4x21	10
ur0278527	tng4x21	9
ur1931604	tng4x21	8
ur68219224	tng4x21	7
ur2483625	tng4x21	9
ur1994077	tng4x21	9
ur13977076	tng4x21	9
ur2467618	tng4x21	7
ur3782089	tng4x22	8
ur0278527	tng4x22	7
ur2467618	tng4x22	8
ur13977076	tng4x22	8
ur6840797	tng4x22	9
ur2483625	tng4x22	7
ur13977076	tng4x23	7
ur0278527	tng4x23	7
ur24674371	tng4x23	7
ur2467618	tng4x23	7
ur66409133	tng4x23	5
ur12426413	tng4x23	8
ur0278527	tng4x24	8
ur1994077	tng4x24	8
ur13977076	tng4x24	8
ur2467618	tng4x24	8
ur61059386	tng4x24	5
ur0137096	tng4x24	4
ur2366174	tng4x25	10
ur13977076	tng4x25	7
ur2467618	tng4x25	6
ur0278527	tng4x25	7
ur4572257	tng4x26	10
ur0278527	tng4x26	9
ur2467618	tng4x26	8
ur13977076	tng4x26	9
ur10762610	tng5x01	10
ur13977076	tng5x01	8
ur0278527	tng5x01	9
ur2366174	tng5x01	10
ur7681070	tng5x01	10
ur2467618	tng5x01	8
ur2063901	tng5x02	9
ur10762610	tng5x02	10
ur0278527	tng5x02	10
ur2467618	tng5x02	9
ur7736953	tng5x02	9
ur1994077	tng5x02	9
ur9938570	tng5x02	9
ur5021319	tng5x02	8
ur11120802	tng5x02	10
ur13977076	tng5x02	8
ur94945340	tng5x02	4
ur2366174	tng5x03	10
ur1994077	tng5x03	8
ur0278527	tng5x03	8
ur12426413	tng5x03	8
ur13977076	tng5x03	9
ur2467618	tng5x03	7
ur0278527	tng5x04	8
ur12426413	tng5x04	6
ur21198663	tng5x04	7
ur13977076	tng5x04	7
